company_name,company_industry,company_legal_form,company_headquarters,file_name
QDVC,Engineering & Construction,Private,"Doha, Qatar",AmbitionBox
TimesPro,Education & Training,LLP,"Mumbai, Maharashtra, India",AmbitionBox
Hiranandani group,Real Estate,Private,"Mumbai, Maharashtra, India",AmbitionBox
HMSHost,FMCG,Private,"Bethesda, Maryland, United States (USA)",AmbitionBox
Tokai Imperial Rubber India,Industrial Machinery,Private,"Faridabad, Haryana, India",AmbitionBox
Sopra Banking Software,IT Services & Consulting,Public,"Paris, Ile-de-France, France",AmbitionBox
Smith & Nephew Healthcare,Medical Equipment,Private,"Mumbai, Maharashtra, India",AmbitionBox
Garware Hi-Tech Films,Chemicals / Agri Inputs,Public,"Mumbai, Maharashtra, India",AmbitionBox
Celebi Ground Handling,Aviation,Private,"Istanbul, Turkey",AmbitionBox
Boston Scientific,Healthcare,Private,"Marlborough, Massachusetts, United States (USA)",AmbitionBox
Tudip Technologies,IT Services & Consulting,Private,"Pune, Maharashtra, India",AmbitionBox
Furnace Fabrica India,Engineering & Construction,Private,"Navi Mumbai, Maharashtra, India",AmbitionBox
Cheers Interactive,Management Consulting,Private,"Utrecht, Albert Heijn, Netherlands",AmbitionBox
Hanu Software Solutions,IT Services & Consulting,Private,"Princeton, New Jersey, United States (USA)",AmbitionBox
V2 Solutions,IT Services & Consulting,Private,"Santa Clara, California, USA",AmbitionBox
Vinculum Solutions,IT Services & Consulting,Private,"Noida,Uttar Pradesh, India",AmbitionBox
Sterling Biotech,Pharma,Public,"Mumbai, Maharashtra, India",AmbitionBox
Innovision,Facility Management Services,Private,"Mumbai,Maharashtra, India",AmbitionBox
Metriqe Solutions,IT Services & Consulting,Private,"Irving, United States",AmbitionBox
Jubilant Chemsys,Pharma,Private,"Noida, India",AmbitionBox
Laborate Pharmaceuticals,Pharma,Public,"Panipat, Haryana, India",AmbitionBox
Altius Customer Services,BPO,Private,"Mumbai, Maharashtra, India",AmbitionBox
Consul Neowatt Power Solutions,Electronics Manufacturing,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Interface Microsystems,Auto Components,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Innovision,Facility Management Services,Private,"Mumbai,Maharashtra, India",AmbitionBox
Black & Veatch,Engineering & Construction,Private,"Overland Park, United States",AmbitionBox
Vishal Retail,Retail,,"Delhi/NCR, Delhi, India",AmbitionBox
Consul Neowatt Power Solutions,Electronics Manufacturing,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Laborate Pharmaceuticals,Pharma,Public,"Panipat, Haryana, India",AmbitionBox
Linfox Logistics,Urban Transport,Private,"Mumbai, Maharashtra, India",AmbitionBox
Exicom Tele Systems,,,,AmbitionBox
Chowgule Industries,Auto Components,,"Goa, India",AmbitionBox
Mohani Tea Leaves,FMCG,Private,"Kanpur, Uttar Pradesh, India",AmbitionBox
Interface Microsystems,Auto Components,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Purplle.com,Beauty & Personal Care,Private,"Mumbai,Maharashtra, India",AmbitionBox
Jubilant Chemsys,Pharma,Private,"Noida, India",AmbitionBox
Metriqe Solutions,IT Services & Consulting,Private,"Irving, United States",AmbitionBox
V2 Solutions,IT Services & Consulting,Private,"Santa Clara, California, USA",AmbitionBox
Burckhardt Compression,Industrial Machinery,Public,"Zurich, Switzerland",AmbitionBox
Makino,Auto Components,Private,"Mason, Japan",AmbitionBox
Tatva Chintan Pharma Chem,Chemicals,Private,"Vadodara, India",AmbitionBox
Db Power,Power,Private,"Mumbai, Maharashtra, India",AmbitionBox
Tudip Technologies,IT Services & Consulting,Private,"Pune, Maharashtra, India",AmbitionBox
AWC Software,IT Services & Consulting,Private,"Noida, Uttar Pradesh, India",AmbitionBox
Harita Techserv,Auto Components,Public,"Chennai, Tamil Nadu, India",AmbitionBox
Rural Electrification Corporation,Power,Private,"New Delhi, India",AmbitionBox
Altius Customer Services,BPO,Private,"Mumbai, Maharashtra, India",AmbitionBox
Merit Software Services,EdTech,Private,"London, United Kingdom (UK)",AmbitionBox
CDE Asia,Metals & Mining,,"Kolkata, India",AmbitionBox
Konexions Back Office Services,BPO,Private,"New Delhi, India",AmbitionBox
Venkateshwar Hospital,Healthcare,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Translumina Therapeutics,Healthcare,LLP,"Delhi,NCT, India",AmbitionBox
Sahara India Financial Corporation,Financial Services,,"Lucknow, India",AmbitionBox
EICHER TRUCKS AND BUSES,Automobile,Public,"New Delhi, India",AmbitionBox
Hi Tech Informatics,IT Services & Consulting,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Konexions Back Office Services,BPO,Private,"New Delhi, India",AmbitionBox
Eminent Minds Technologies,BPO,,"Bengaluru, India",AmbitionBox
Classplus,EdTech,Private,"Noida,Uttar Pradesh, India",AmbitionBox
NAV Backoffice,IT Services & Consulting,Private,"Jaipur, India",AmbitionBox
Abhijeet Group,Power,Private,"Nagpur, India",AmbitionBox
Roots Multiclean,Industrial Machinery,Public,"Coimbatore, Tamil Nadu, India",AmbitionBox
Presidium School,Education & Training,Private,"New Delhi, India",AmbitionBox
Gap,Fashion & Textile,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Torque Pharmaceuticals,Pharma,Private,"Chandigarh, Chandigarh, India",AmbitionBox
eMudhra,IT Services & Consulting,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Solaris Chemtech,Chemicals,Private,"Gurgaon, India",AmbitionBox
Givaudan,Beauty & Personal Care,Private,"Vernier,Geneva, Switzerland",AmbitionBox
NDTV,Broadcasting,Private,"Delhi/NCR, New Delhi, India",AmbitionBox
Sutlej Textiles and Industries,Fashion & Textile,Public,"Mumbai, Maharashtra, India",AmbitionBox
Securitrans India,Financial Services,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Pittie Group,Real Estate,Private,"Mumbai, Maharashtra, India",AmbitionBox
Thirumalai Chemicals,Chemicals,Public,"Ranipet, Tamil Nadu, India",AmbitionBox
National Institute for Smart Government,Management Consulting,Private,"Delhi, India",AmbitionBox
Taikisha Engineering India,Industrial Machinery,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Sumadhura Infracon,Real Estate,LLP,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Apollo Speciality Hospital,Healthcare,Public,"Chennai, India",AmbitionBox
BMW Industries,Iron & Steel,Public,"Kolkata, India",AmbitionBox
Eaton Power Quality,Electronics Manufacturing,,"New Delhi, Delhi, India",AmbitionBox
Stumpp Schuele & Somappa Springs,Industrial Machinery,Private,"Bengaluru, India",AmbitionBox
Supreme Treon,Auto Components,Private,"Mumbai, Maharashtra, India",AmbitionBox
Shipping Corporation of India,Logistics,Private,"Mumbai, India",AmbitionBox
Eros Group,Real Estate,Private,"Delhi/NCR, New Delhi, India",AmbitionBox
Affluent Global Services,IT Services & Consulting,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Aia Engineering,Industrial Machinery,Public,"Ahmedabad, Gujrat, India",AmbitionBox
Royal Bank of Scotland International,Banking,Private,"Edinburgh, United Kingdom",AmbitionBox
Banaras Hindu University,Education & Training,Private,"Varanasi/Benaras, Uttar Pradesh, India",AmbitionBox
Lam Research,Electronics Manufacturing,Private,"Fremont, California, United States (USA)",AmbitionBox
Dr D Y Patil Medical College,Healthcare,Private,"Pune, India",AmbitionBox
Brandix India Apparel City,Fashion & Textile,,"Visakhapatnam/Vizag, Andhra Pradesh, India",AmbitionBox
VIRTUSA TECHNOLOGIES,IT Services & Consulting,,,AmbitionBox
Automotive Robotics (India),Industrial Machinery,Private,"East Peoria, Illinois, United States",AmbitionBox
Myk Schomburg,Chemicals,,"Hyderabad, India",AmbitionBox
NGK Spark Plugs,Auto Components,Private,"Nagoya,Aichi-ken, Japan",AmbitionBox
Laxmi-Agni Components and Forging,Industrial Machinery,,"Aurangabad, India",AmbitionBox
Americana Group,Food Processing,Private,"Kuwait City, Kuwait",AmbitionBox
Intellipaat Software Solutions,EdTech,Private,"Jaipur, India",AmbitionBox
Shaw Toyota,Automobile,,"Pune, Maharashtra,",AmbitionBox
Verse Innovation,Internet,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
UNITILE,Building Material,Private,"Mumbai, Maharashtra, India",AmbitionBox
ASK-EHS Engineering & Consultants,Engineering & Construction,Private,"Surat, India",AmbitionBox
Etihad Airways,Aviation,Private,"Abu Dhabi, United Arab Emirates",AmbitionBox
NMDC,Metals & Mining,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Technosoft Corporation,IT Services & Consulting,,,AmbitionBox
CIMS Hospital,Healthcare,Private,"Ahmedabad,Gujarat, India",AmbitionBox
Renewsys India,Power,,"Mumbai, India",AmbitionBox
XSEED Education,EdTech,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Kanakia Spaces,Real Estate,Private,"Mumbai, Maharashtra, India",AmbitionBox
Holostik,Packaging,Public,"Noida, Uttar Pradesh, India",AmbitionBox
Toyota Kirloskar Auto Parts,Auto Components,,"Bangalore, India",AmbitionBox
Oaknet Healthcare,Pharma,Private,"Mumbai, Maharashtra, India",AmbitionBox
Bull Machines,Industrial Machinery,Private,"Coimbatore, Tamil Nadu, India",AmbitionBox
Swiss Garnier Life Sciences,Pharma,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Wingreens Farms,Power,Private,"Delhi,NCT, India",AmbitionBox
SEForge,Engineering & Construction,Private,"Coimbatore, India",AmbitionBox
Goldstone Cements,Building Material,,"Kolkata, India",AmbitionBox
E Pack Polymers,Packaging,,"Greater Noida, Uttar Pradesh, India",AmbitionBox
Weikfield Foods,Food Processing,Private,"Pune, India",AmbitionBox
Tata Ficosa Automotive Systems,Auto Components,,"Pune, India",AmbitionBox
Shri Bajrang Power & Ispat,Power,Public,"Mumbai, India",AmbitionBox
Alysj jv,Engineering & Construction,Private,"Al Rayyan, Qatar",AmbitionBox
Decimal Technologies,IT Services & Consulting,Private,"Gurgaon, India",AmbitionBox
Vijay Tanks & Vessels,Engineering & Construction,Private,"Sankarda, India",AmbitionBox
Anupam Rasayan India,Chemicals,Public,"Surat, Gujarat, India",AmbitionBox
Government Polytechnic Nagpur,Education & Training,Private,"Nagpur, India",AmbitionBox
Minda Sai,Automobile,Public,"Greater Noida, India",AmbitionBox
DCW,Chemicals,Public,"Mumbai, Maharashtra, India",AmbitionBox
Safran Engineering Services India,Aviation,Private,"Blagnac, Occitanie, France",AmbitionBox
Teleminds Infotech,BPO,Private,"Kolkata, West Bengal, India",AmbitionBox
SAVA Healthcare,Pharma,Public,"Pune, Maharashtra, India",AmbitionBox
Oakridge International School,Education & Training,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Himalaya Opticals,Retail,Private,"Kolkata, West Bengal, India",AmbitionBox
Nippon Toyota,Auto Components,Private,"Kochi/Cochin, Kerala, India",AmbitionBox
Prestige Estates Projects,Real Estate,Public,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Elofic Industries,Auto Components,Private,"Faridabad, Haryana, India",AmbitionBox
Hathi Cement,Building Material,Private,"Mumbai, India",AmbitionBox
G.S.E.C,Logistics,Private,"Ahmedabad, India",AmbitionBox
Liugong India,Engineering & Construction,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Yamaha Motor India Sales,Automobile,Private,"Gautam Buddh Nagar, India",AmbitionBox
Dmi Housing Finance,Financial Services,Private,"New Delhi, India",AmbitionBox
Jyote Motors,Automobile,Private,"Bhubaneswar, Odisha, India",AmbitionBox
Imarticus Learning,EdTech,Private,"Mumbai,Maharashtra, India",AmbitionBox
ACE Group,Real Estate,Private,"Noida, India",AmbitionBox
Essel Infraprojects,Engineering & Construction,Private,"Noida, Uttar Pradesh, India",AmbitionBox
Zeta,IT Services & Consulting,Private,"Bangalore,Karnataka, India",AmbitionBox
Indwell,Engineering & Construction,Private,"Vijayawada, Andhra Pradesh, India",AmbitionBox
Sanjay Ghodawat International School,Education & Training,,"Kolhapur, India",AmbitionBox
Pahal Financial Services,NBFC,Private,"Ahmedabad, India",AmbitionBox
ZF Group,Auto Components,,,AmbitionBox
Umlaut,Management Consulting,Private,"Aachen, North Rhine-Westphalia, Germany",AmbitionBox
Noccarc Robotics,Medical Equipment,Private,"Pune,Maharashtra, India",AmbitionBox
Club Oxygen,Hospitality,Public,"Mumbai, Maharashtra, India",AmbitionBox
Quale Infotech,IT Services & Consulting,Private,"New Delhi, Delhi, India",AmbitionBox
MeritTrac,EdTech,Private,"Bangalore,Karnataka, India",AmbitionBox
CRMnext,IT Services & Consulting,Private,"Noida,Uttar Pradesh, India",AmbitionBox
Mahindra Retail,Retail,Private,"Bangalore,Karnataka, India",AmbitionBox
Dynamatic Technologies,Auto Components,Public,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Cedcoss Technologies,Software Product,Private,"Lucknow, Uttar Pradesh, India",AmbitionBox
Karnataka Bank,Banking,Public,"Mangaluru/Mangalore, Karnataka, India",AmbitionBox
Anna University,Education & Training,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Bain & Company,Management Consulting,Private,"Boston, Massachusetts, United States (USA)",AmbitionBox
Amara Raja Infra,Engineering & Construction,Private,"Hyderabad, India",AmbitionBox
Metacube Software,IT Services & Consulting,Private,"Jaipur, Rajasthan, India",AmbitionBox
FCS Software Solutions,IT Services & Consulting,Public,"Noida, Uttar Pradesh, India",AmbitionBox
G7 CR Technologies,IT Services & Consulting,Private,"Bangalore , India",AmbitionBox
Serdia Pharmaceuticals,Pharma,Private,"Mumbai, Maharashtra, India",AmbitionBox
Saija Finance,NBFC,Private,"Patna,Bihar, India",AmbitionBox
United Nations Development Programme,Non-Profit,Public,"New York, New York, United States (USA)",AmbitionBox
Aapna Infotech,IT Services & Consulting,,"Delhi/NCR, New Delhi, India",AmbitionBox
Viacom18 Media,Media & Entertainment,Private,"Mumbai, India",AmbitionBox
Marathon Electric India,Semiconductors,,"Las Vegas,Nevada, United States",AmbitionBox
ACN Health care,Healthcare,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Celio Future Fashion,Retail,Private,"Saint Quen, France",AmbitionBox
Armed Forces Tribunal,Government,Private,"New Delhi, India",AmbitionBox
IFB Agro Industries,Beverage,Public,"Kolkata, India",AmbitionBox
RAMADA PLAZA,Hospitality,Public,"New Jersey, United States",AmbitionBox
Janatics India,Auto Components,Private,"Coimbatore, Tamil Nadu, India",AmbitionBox
ILS Hospital,Healthcare,Private,"Kolkata, India",AmbitionBox
Tenon Facility Management,Facility Management Services,,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Wave Infratech,Real Estate,Private,"Noida, Uttar Pradesh, India",AmbitionBox
AMBUJANEOTIA,Real Estate,,"Kolkata, West Bengal, India",AmbitionBox
Fortune Marketing,Hardware & Networking,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Bry-Air (Asia),Industrial Machinery,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Integra Global Solutions,IT Services & Consulting,Private,"Wexford, Pennsylvania, United States (USA)",AmbitionBox
PACL India,Real Estate,Private,"New Delhi, Delhi, India",AmbitionBox
Lanson Toyota,Automobile,Private,"Chennai, India",AmbitionBox
AM Infoweb,BPO,Private,,AmbitionBox
Bilt,Pulp & Paper,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
SurePrep,Software Product,Private,"Irvine, California, US",AmbitionBox
NSK,Industrial Machinery,Public,"Tokyo, Japan",AmbitionBox
Harita Fehrer,Auto Components,Private,"Hosur, Tamil Nadu, India",AmbitionBox
Invenio Business Solutions,IT Services & Consulting,Private,"Readin, Berkshire, United Kingdom",AmbitionBox
Phoenix Contact,Industrial Automation,Private,"Blomberg, Germany",AmbitionBox
Talentica Software,IT Services & Consulting,Private,"Pune, Maharashtra, India",AmbitionBox
Ivy Mobility Solutions,IT Services & Consulting,Private,"Marina Blvd, Singapore",AmbitionBox
Health Insurance TPA of India,Insurance,,"Noida, India",AmbitionBox
Parason Machinery,Industrial Machinery,Private,"Aurangabad, India",AmbitionBox
Government Medical College,Education & Training,,,AmbitionBox
XenonStack,IT Services & Consulting,Private,"SunnyVale, California, United States (USA)",AmbitionBox
Sunteck Realty,Real Estate,Public,"Mumbai, Maharashtra, India",AmbitionBox
Tata Main Hospital,Healthcare,,"Jamshedpur, India",AmbitionBox
Anmol Biscuits,FMCG,Public,"Kolkata, West Bengal, India",AmbitionBox
Sula Vineyards,Food Processing,Private,"Nashik, India",AmbitionBox
Neel Auto,Industrial Machinery,Private,"New Delhi, India",AmbitionBox
Maharashtra State Road Transport Corporation,Urban Transport,Private,"Mumbai, India",AmbitionBox
SEED CSR,Non-Profit,Private,"New Delhi, India",AmbitionBox
SpanIdea,IT Services & Consulting,Private,"MILPITAS, California, United States (USA)",AmbitionBox
Telstra,Telecom,Private,"Melbourne, Australia",AmbitionBox
Jasper Industries,Other,Private,"Hyderabad, India",AmbitionBox
AL JABER GROUP,Engineering & Construction,Private,"Abu Dhabi, United Arab Emirates",AmbitionBox
Qube Cinema Technologies,Media & Entertainment,Private,"Chennai,Tamil Nadu, India",AmbitionBox
MSL Driveline Systems,Auto Components,,"Mumbai, India",AmbitionBox
HostBooks,FinTech,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Amnex Infotechnologies,IT Services & Consulting,,"Ahmedabad, India",AmbitionBox
Smarter BIZ Technologies,IT Services & Consulting,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Blowhorn,Logistics,,"Bangalore,Karnataka, India",AmbitionBox
Vyapar,Software Product,Private,"Bengaluru/Bangalore, Karnataka, India",AmbitionBox
Hudson Agile Ventures,IT Services & Consulting,,,AmbitionBox
Grant Thornton Bharat,Management Consulting,LLP,"New Delhi, Delhi, India",AmbitionBox
DeHaat,Agriculture,Private,"Patna,Bihar, India",AmbitionBox
KGK Group,Jewellery,Private,"Hong Kong, China",AmbitionBox
Qualtech Consultants,IT Services & Consulting,Private,"Noida,Uttar Pradesh, India",AmbitionBox
Sanmar Group,Chemicals,Public,"Chennai, India",AmbitionBox
Kiran Motors,Auto Components,Private,"Ahmedabad, Gujarat, India",AmbitionBox
Vectone Mobile,Telecom,Private,"London, United Kingdom (UK)",AmbitionBox
CIGNEX,IT Services & Consulting,Private,"Livonia, Michigan, United States (USA)",AmbitionBox
